current,left,current_abb,left_abb,count,year
Florida,Alaska,FL,AK,9546,Total 2016-2019
Florida,Arizona,FL,AZ,27485,Total 2016-2019
Florida,Arkansas,FL,AR,13947,Total 2016-2019
Florida,California,FL,CA,114855,Total 2016-2019
Florida,Colorado,FL,CO,51343,Total 2016-2019
Florida,Connecticut,FL,CT,58052,Total 2016-2019
Florida,Delaware,FL,DE,14181,Total 2016-2019
Florida,District of Columbia,FL,DC,6045,Total 2016-2019
Florida,Florida,FL,FL,NA,Total 2016-2019
Florida,Foreign Country,FL,OR,566873,Total 2016-2019
Florida,Foreign Country4,FL,OR,217781,Total 2016-2019
Florida,Georgia,FL,GA,163409,Total 2016-2019
Florida,Hawaii,FL,HI,10529,Total 2016-2019
Florida,Idaho,FL,ID,4870,Total 2016-2019
Florida,Illinois,FL,IL,103997,Total 2016-2019
Florida,Indiana,FL,IN,56162,Total 2016-2019
Florida,Iowa,FL,IA,17303,Total 2016-2019
Florida,Kansas,FL,KS,10551,Total 2016-2019
Florida,Kentucky,FL,KY,40225,Total 2016-2019
Florida,Louisiana,FL,LA,24773,Total 2016-2019
Florida,Maine,FL,ME,13414,Total 2016-2019
Florida,Maryland,FL,MD,66559,Total 2016-2019
Florida,Massachusetts,FL,MA,75464,Total 2016-2019
Florida,Michigan,FL,MI,81219,Total 2016-2019
Florida,Minnesota,FL,MN,27451,Total 2016-2019
Florida,Mississippi,FL,MS,18413,Total 2016-2019
Florida,Missouri,FL,MO,41576,Total 2016-2019
Florida,Montana,FL,MT,3030,Total 2016-2019
Florida,Nebraska,FL,NE,8698,Total 2016-2019
Florida,Nevada,FL,NV,16400,Total 2016-2019
Florida,New Hampshire,FL,NH,19845,Total 2016-2019
Florida,New Jersey,FL,NJ,120185,Total 2016-2019
Florida,New Mexico,FL,NM,10809,Total 2016-2019
Florida,New York,FL,NY,244715,Total 2016-2019
Florida,North Carolina,FL,NC,106911,Total 2016-2019
Florida,North Dakota,FL,ND,4544,Total 2016-2019
Florida,Ohio,FL,OH,105388,Total 2016-2019
Florida,Oklahoma,FL,OK,18925,Total 2016-2019
Florida,Oregon,FL,OR,12437,Total 2016-2019
Florida,Pennsylvania,FL,PA,125442,Total 2016-2019
Florida,Puerto Rico,FL,NA,112037,Total 2016-2019
Florida,Rhode Island,FL,RI,15057,Total 2016-2019
Florida,South Carolina,FL,SC,51584,Total 2016-2019
Florida,South Dakota,FL,SD,5724,Total 2016-2019
Florida,Tennessee,FL,TN,58528,Total 2016-2019
Florida,Texas,FL,TX,113149,Total 2016-2019
Florida,Utah,FL,UT,16585,Total 2016-2019
Florida,Vermont,FL,VT,9521,Total 2016-2019
Florida,Virginia,FL,VA,115546,Total 2016-2019
Florida,Washington,FL,WA,28243,Total 2016-2019
Florida,West Virginia,FL,WV,14112,Total 2016-2019
Florida,Wisconsin,FL,WI,32636,Total 2016-2019
Florida,Wyoming,FL,WY,2218,Total 2016-2019
Georgia,Alabama,GA,AL,63304,Total 2016-2019
Georgia,Alaska,GA,AK,4568,Total 2016-2019
Georgia,Arizona,GA,AZ,14736,Total 2016-2019
Georgia,Arkansas,GA,AR,9665,Total 2016-2019
Georgia,California,GA,CA,63182,Total 2016-2019
Georgia,Colorado,GA,CO,14719,Total 2016-2019
Georgia,Connecticut,GA,CT,16794,Total 2016-2019
Georgia,Delaware,GA,DE,3887,Total 2016-2019
Georgia,District of Columbia,GA,DC,4055,Total 2016-2019
Georgia,Florida,GA,FL,189136,Total 2016-2019
Georgia,Foreign Country,GA,OR,162268,Total 2016-2019
Georgia,Foreign Country4,GA,OR,53608,Total 2016-2019
Georgia,Georgia,GA,GA,NA,Total 2016-2019
Georgia,Hawaii,GA,HI,6654,Total 2016-2019
Georgia,Idaho,GA,ID,3112,Total 2016-2019
Georgia,Illinois,GA,IL,40239,Total 2016-2019
Georgia,Indiana,GA,IN,12362,Total 2016-2019
Georgia,Iowa,GA,IA,6763,Total 2016-2019
Georgia,Kansas,GA,KS,12257,Total 2016-2019
Georgia,Kentucky,GA,KY,10916,Total 2016-2019
Georgia,Louisiana,GA,LA,19257,Total 2016-2019
Georgia,Maine,GA,ME,1288,Total 2016-2019
Georgia,Maryland,GA,MD,18416,Total 2016-2019
Georgia,Massachusetts,GA,MA,14014,Total 2016-2019
Georgia,Michigan,GA,MI,19866,Total 2016-2019
Georgia,Minnesota,GA,MN,7767,Total 2016-2019
Georgia,Mississippi,GA,MS,18862,Total 2016-2019
Georgia,Missouri,GA,MO,16535,Total 2016-2019
Georgia,Montana,GA,MT,1732,Total 2016-2019
Georgia,Nebraska,GA,NE,6194,Total 2016-2019
Georgia,Nevada,GA,NV,3914,Total 2016-2019
Georgia,New Hampshire,GA,NH,2341,Total 2016-2019
Georgia,New Jersey,GA,NJ,30100,Total 2016-2019
Georgia,New Mexico,GA,NM,4710,Total 2016-2019
Georgia,New York,GA,NY,65562,Total 2016-2019
Georgia,North Carolina,GA,NC,62971,Total 2016-2019
Georgia,North Dakota,GA,ND,832,Total 2016-2019
Georgia,Ohio,GA,OH,32872,Total 2016-2019
Georgia,Oklahoma,GA,OK,9052,Total 2016-2019
Georgia,Oregon,GA,OR,4863,Total 2016-2019
Georgia,Pennsylvania,GA,PA,26590,Total 2016-2019
Georgia,Puerto Rico,GA,NA,9259,Total 2016-2019
Georgia,Rhode Island,GA,RI,2255,Total 2016-2019
Georgia,South Carolina,GA,SC,61624,Total 2016-2019
Georgia,South Dakota,GA,SD,1490,Total 2016-2019
Georgia,Tennessee,GA,TN,70878,Total 2016-2019
Georgia,Texas,GA,TX,85161,Total 2016-2019
Georgia,Utah,GA,UT,4731,Total 2016-2019
Georgia,Vermont,GA,VT,1464,Total 2016-2019
Georgia,Virginia,GA,VA,41531,Total 2016-2019
Georgia,Washington,GA,WA,12318,Total 2016-2019
Georgia,West Virginia,GA,WV,2943,Total 2016-2019
Georgia,Wisconsin,GA,WI,11302,Total 2016-2019
Georgia,Wyoming,GA,WY,2959,Total 2016-2019
Hawaii,Alabama,HI,AL,3012,Total 2016-2019
Hawaii,Alaska,HI,AK,3512,Total 2016-2019
Hawaii,Arizona,HI,AZ,6488,Total 2016-2019
Hawaii,Arkansas,HI,AR,372,Total 2016-2019
Hawaii,California,HI,CA,43300,Total 2016-2019
Hawaii,Colorado,HI,CO,8581,Total 2016-2019
Hawaii,Connecticut,HI,CT,1035,Total 2016-2019
Hawaii,Delaware,HI,DE,120,Total 2016-2019
Hawaii,District of Columbia,HI,DC,1647,Total 2016-2019
Hawaii,Florida,HI,FL,9516,Total 2016-2019
Hawaii,Foreign Country,HI,OR,43216,Total 2016-2019
Hawaii,Foreign Country4,HI,OR,15687,Total 2016-2019
Hawaii,Georgia,HI,GA,9430,Total 2016-2019
Hawaii,Hawaii,HI,HI,NA,Total 2016-2019
Hawaii,Idaho,HI,ID,2881,Total 2016-2019
Hawaii,Illinois,HI,IL,4514,Total 2016-2019
Hawaii,Indiana,HI,IN,1881,Total 2016-2019
Hawaii,Iowa,HI,IA,1415,Total 2016-2019
Hawaii,Kansas,HI,KS,3194,Total 2016-2019
Hawaii,Kentucky,HI,KY,906,Total 2016-2019
Hawaii,Louisiana,HI,LA,990,Total 2016-2019
Hawaii,Maine,HI,ME,124,Total 2016-2019
Hawaii,Maryland,HI,MD,2653,Total 2016-2019
Hawaii,Massachusetts,HI,MA,2494,Total 2016-2019
Hawaii,Michigan,HI,MI,937,Total 2016-2019
Hawaii,Minnesota,HI,MN,1424,Total 2016-2019
Hawaii,Mississippi,HI,MS,438,Total 2016-2019
Hawaii,Missouri,HI,MO,2762,Total 2016-2019
Hawaii,Montana,HI,MT,1072,Total 2016-2019
Hawaii,Nebraska,HI,NE,1007,Total 2016-2019
Hawaii,Nevada,HI,NV,6159,Total 2016-2019
Hawaii,New Hampshire,HI,NH,48,Total 2016-2019
Hawaii,New Jersey,HI,NJ,1540,Total 2016-2019
Hawaii,New Mexico,HI,NM,2149,Total 2016-2019
Hawaii,New York,HI,NY,5814,Total 2016-2019
Hawaii,North Carolina,HI,NC,8161,Total 2016-2019
Hawaii,North Dakota,HI,ND,364,Total 2016-2019
Hawaii,Ohio,HI,OH,3436,Total 2016-2019
Hawaii,Oklahoma,HI,OK,1303,Total 2016-2019
Hawaii,Oregon,HI,OR,5214,Total 2016-2019
Hawaii,Pennsylvania,HI,PA,2657,Total 2016-2019
Hawaii,Puerto Rico,HI,NA,283,Total 2016-2019
Hawaii,Rhode Island,HI,RI,461,Total 2016-2019
Hawaii,South Carolina,HI,SC,5051,Total 2016-2019
Hawaii,South Dakota,HI,SD,95,Total 2016-2019
Hawaii,Tennessee,HI,TN,3386,Total 2016-2019
Hawaii,Texas,HI,TX,14410,Total 2016-2019
Hawaii,Utah,HI,UT,2736,Total 2016-2019
Hawaii,Vermont,HI,VT,148,Total 2016-2019
Hawaii,Virginia,HI,VA,11783,Total 2016-2019
Hawaii,Washington,HI,WA,15865,Total 2016-2019
Hawaii,West Virginia,HI,WV,217,Total 2016-2019
Hawaii,Wisconsin,HI,WI,492,Total 2016-2019
Hawaii,Wyoming,HI,WY,274,Total 2016-2019
Idaho,Alabama,ID,AL,161,Total 2016-2019
Idaho,Alaska,ID,AK,4287,Total 2016-2019
Idaho,Arizona,ID,AZ,14715,Total 2016-2019
Idaho,Arkansas,ID,AR,1488,Total 2016-2019
Idaho,California,ID,CA,77131,Total 2016-2019
Idaho,Colorado,ID,CO,12370,Total 2016-2019
Idaho,Connecticut,ID,CT,2201,Total 2016-2019
Idaho,Delaware,ID,DE,184,Total 2016-2019
Idaho,District of Columbia,ID,DC,0,Total 2016-2019
Idaho,Florida,ID,FL,5490,Total 2016-2019
Idaho,Foreign Country,ID,OR,20823,Total 2016-2019
Idaho,Foreign Country4,ID,OR,6562,Total 2016-2019
Idaho,Georgia,ID,GA,1735,Total 2016-2019
Idaho,Hawaii,ID,HI,2477,Total 2016-2019
Idaho,Idaho,ID,ID,NA,Total 2016-2019
Idaho,Illinois,ID,IL,1502,Total 2016-2019
Idaho,Indiana,ID,IN,1302,Total 2016-2019
Idaho,Iowa,ID,IA,672,Total 2016-2019
Idaho,Kansas,ID,KS,883,Total 2016-2019
Idaho,Kentucky,ID,KY,680,Total 2016-2019
Idaho,Louisiana,ID,LA,1041,Total 2016-2019
Idaho,Maine,ID,ME,701,Total 2016-2019
Idaho,Maryland,ID,MD,1046,Total 2016-2019
Idaho,Massachusetts,ID,MA,591,Total 2016-2019
Idaho,Michigan,ID,MI,1831,Total 2016-2019
Idaho,Minnesota,ID,MN,1729,Total 2016-2019
Idaho,Mississippi,ID,MS,662,Total 2016-2019
Idaho,Missouri,ID,MO,2369,Total 2016-2019
Idaho,Montana,ID,MT,8269,Total 2016-2019
Idaho,Nebraska,ID,NE,1029,Total 2016-2019
Idaho,Nevada,ID,NV,11324,Total 2016-2019
Idaho,New Hampshire,ID,NH,46,Total 2016-2019
Idaho,New Jersey,ID,NJ,381,Total 2016-2019
Idaho,New Mexico,ID,NM,2584,Total 2016-2019
Idaho,New York,ID,NY,4406,Total 2016-2019
Idaho,North Carolina,ID,NC,5282,Total 2016-2019
Idaho,North Dakota,ID,ND,3048,Total 2016-2019
Idaho,Ohio,ID,OH,1273,Total 2016-2019
Idaho,Oklahoma,ID,OK,3103,Total 2016-2019
Idaho,Oregon,ID,OR,19007,Total 2016-2019
Idaho,Pennsylvania,ID,PA,3234,Total 2016-2019
Idaho,Puerto Rico,ID,NA,770,Total 2016-2019
Idaho,Rhode Island,ID,RI,0,Total 2016-2019
Idaho,South Carolina,ID,SC,605,Total 2016-2019
Idaho,South Dakota,ID,SD,590,Total 2016-2019
Idaho,Tennessee,ID,TN,1635,Total 2016-2019
Idaho,Texas,ID,TX,12094,Total 2016-2019
Idaho,Utah,ID,UT,28628,Total 2016-2019
Idaho,Vermont,ID,VT,64,Total 2016-2019
Idaho,Virginia,ID,VA,3532,Total 2016-2019
Idaho,Washington,ID,WA,46644,Total 2016-2019
Idaho,West Virginia,ID,WV,276,Total 2016-2019
Idaho,Wisconsin,ID,WI,1353,Total 2016-2019
Idaho,Wyoming,ID,WY,6295,Total 2016-2019
Illinois,Alabama,IL,AL,6642,Total 2016-2019
Illinois,Alaska,IL,AK,2383,Total 2016-2019
Illinois,Arizona,IL,AZ,20282,Total 2016-2019
Illinois,Arkansas,IL,AR,6269,Total 2016-2019
Illinois,California,IL,CA,62419,Total 2016-2019
Illinois,Colorado,IL,CO,15092,Total 2016-2019
Illinois,Connecticut,IL,CT,6851,Total 2016-2019
Illinois,Delaware,IL,DE,547,Total 2016-2019
Illinois,District of Columbia,IL,DC,3963,Total 2016-2019
Illinois,Florida,IL,FL,51629,Total 2016-2019
Illinois,Foreign Country,IL,OR,185486,Total 2016-2019
Illinois,Foreign Country4,IL,OR,69590,Total 2016-2019
Illinois,Georgia,IL,GA,18875,Total 2016-2019
Illinois,Hawaii,IL,HI,2313,Total 2016-2019
Illinois,Idaho,IL,ID,2593,Total 2016-2019
Illinois,Illinois,IL,IL,NA,Total 2016-2019
Illinois,Indiana,IL,IN,65580,Total 2016-2019
Illinois,Iowa,IL,IA,36399,Total 2016-2019
Illinois,Kansas,IL,KS,8249,Total 2016-2019
Illinois,Kentucky,IL,KY,13579,Total 2016-2019
Illinois,Louisiana,IL,LA,5450,Total 2016-2019
Illinois,Maine,IL,ME,917,Total 2016-2019
Illinois,Maryland,IL,MD,10404,Total 2016-2019
Illinois,Massachusetts,IL,MA,14298,Total 2016-2019
Illinois,Michigan,IL,MI,38575,Total 2016-2019
Illinois,Minnesota,IL,MN,17280,Total 2016-2019
Illinois,Mississippi,IL,MS,6951,Total 2016-2019
Illinois,Missouri,IL,MO,60842,Total 2016-2019
Illinois,Montana,IL,MT,1071,Total 2016-2019
Illinois,Nebraska,IL,NE,6157,Total 2016-2019
Illinois,Nevada,IL,NV,6990,Total 2016-2019
Illinois,New Hampshire,IL,NH,1600,Total 2016-2019
Illinois,New Jersey,IL,NJ,13481,Total 2016-2019
Illinois,New Mexico,IL,NM,2613,Total 2016-2019
Illinois,New York,IL,NY,30813,Total 2016-2019
Illinois,North Carolina,IL,NC,17638,Total 2016-2019
Illinois,North Dakota,IL,ND,1933,Total 2016-2019
Illinois,Ohio,IL,OH,28103,Total 2016-2019
Illinois,Oklahoma,IL,OK,4785,Total 2016-2019
Illinois,Oregon,IL,OR,4313,Total 2016-2019
Illinois,Pennsylvania,IL,PA,16751,Total 2016-2019
Illinois,Puerto Rico,IL,NA,7013,Total 2016-2019
Illinois,Rhode Island,IL,RI,1181,Total 2016-2019
Illinois,South Carolina,IL,SC,7862,Total 2016-2019
Illinois,South Dakota,IL,SD,2164,Total 2016-2019
Illinois,Tennessee,IL,TN,21616,Total 2016-2019
Illinois,Texas,IL,TX,47450,Total 2016-2019
Illinois,Utah,IL,UT,5339,Total 2016-2019
Illinois,Vermont,IL,VT,1120,Total 2016-2019
Illinois,Virginia,IL,VA,21997,Total 2016-2019
Illinois,Washington,IL,WA,15693,Total 2016-2019
Illinois,West Virginia,IL,WV,2258,Total 2016-2019
Illinois,Wisconsin,IL,WI,53855,Total 2016-2019
Illinois,Wyoming,IL,WY,887,Total 2016-2019
Indiana,Alabama,IN,AL,4796,Total 2016-2019
Indiana,Alaska,IN,AK,948,Total 2016-2019
Indiana,Arizona,IN,AZ,9209,Total 2016-2019
Indiana,Arkansas,IN,AR,4487,Total 2016-2019
Indiana,California,IN,CA,31132,Total 2016-2019
Indiana,Colorado,IN,CO,9950,Total 2016-2019
Indiana,Connecticut,IN,CT,4184,Total 2016-2019
Indiana,Delaware,IN,DE,1317,Total 2016-2019
Indiana,District of Columbia,IN,DC,597,Total 2016-2019
Indiana,Florida,IN,FL,40597,Total 2016-2019
Indiana,Foreign Country,IN,OR,82872,Total 2016-2019
Indiana,Foreign Country4,IN,OR,23413,Total 2016-2019
Indiana,Georgia,IN,GA,15369,Total 2016-2019
Indiana,Hawaii,IN,HI,1987,Total 2016-2019
Indiana,Idaho,IN,ID,1143,Total 2016-2019
Indiana,Illinois,IN,IL,127293,Total 2016-2019
Indiana,Indiana,IN,IN,NA,Total 2016-2019
Indiana,Iowa,IN,IA,5376,Total 2016-2019
Indiana,Kansas,IN,KS,5377,Total 2016-2019
Indiana,Kentucky,IN,KY,42983,Total 2016-2019
Indiana,Louisiana,IN,LA,3175,Total 2016-2019
Indiana,Maine,IN,ME,986,Total 2016-2019
Indiana,Maryland,IN,MD,4348,Total 2016-2019
Indiana,Massachusetts,IN,MA,3362,Total 2016-2019
Indiana,Michigan,IN,MI,33808,Total 2016-2019
Indiana,Minnesota,IN,MN,6333,Total 2016-2019
Indiana,Mississippi,IN,MS,4042,Total 2016-2019
Indiana,Missouri,IN,MO,10428,Total 2016-2019
Indiana,Montana,IN,MT,766,Total 2016-2019
Indiana,Nebraska,IN,NE,1116,Total 2016-2019
Indiana,Nevada,IN,NV,4885,Total 2016-2019
Indiana,New Hampshire,IN,NH,992,Total 2016-2019
Indiana,New Jersey,IN,NJ,11632,Total 2016-2019
Indiana,New Mexico,IN,NM,3199,Total 2016-2019
Indiana,New York,IN,NY,9845,Total 2016-2019
Indiana,North Carolina,IN,NC,15432,Total 2016-2019
Indiana,North Dakota,IN,ND,618,Total 2016-2019
Indiana,Ohio,IN,OH,51075,Total 2016-2019
Indiana,Oklahoma,IN,OK,4642,Total 2016-2019
Indiana,Oregon,IN,OR,4025,Total 2016-2019
Indiana,Pennsylvania,IN,PA,11601,Total 2016-2019
Indiana,Puerto Rico,IN,NA,2875,Total 2016-2019
Indiana,Rhode Island,IN,RI,37,Total 2016-2019
Indiana,South Carolina,IN,SC,6377,Total 2016-2019
Indiana,South Dakota,IN,SD,781,Total 2016-2019
Indiana,Tennessee,IN,TN,16679,Total 2016-2019
Indiana,Texas,IN,TX,33362,Total 2016-2019
Indiana,Utah,IN,UT,2592,Total 2016-2019
Indiana,Vermont,IN,VT,701,Total 2016-2019
Indiana,Virginia,IN,VA,9604,Total 2016-2019
Indiana,Washington,IN,WA,7363,Total 2016-2019
Indiana,West Virginia,IN,WV,1687,Total 2016-2019
Indiana,Wisconsin,IN,WI,11407,Total 2016-2019
Indiana,Wyoming,IN,WY,1126,Total 2016-2019
Iowa,Alabama,IA,AL,1430,Total 2016-2019
Iowa,Alaska,IA,AK,1782,Total 2016-2019
Iowa,Arizona,IA,AZ,8098,Total 2016-2019
Iowa,Arkansas,IA,AR,1606,Total 2016-2019
Iowa,California,IA,CA,15232,Total 2016-2019
Iowa,Colorado,IA,CO,15063,Total 2016-2019
Iowa,Connecticut,IA,CT,375,Total 2016-2019
Iowa,Delaware,IA,DE,95,Total 2016-2019
Iowa,District of Columbia,IA,DC,403,Total 2016-2019
Iowa,Florida,IA,FL,12022,Total 2016-2019
Iowa,Foreign Country,IA,OR,37291,Total 2016-2019
Iowa,Foreign Country4,IA,OR,12170,Total 2016-2019
Iowa,Georgia,IA,GA,3979,Total 2016-2019
Iowa,Hawaii,IA,HI,1056,Total 2016-2019
Iowa,Idaho,IA,ID,3064,Total 2016-2019
Iowa,Illinois,IA,IL,54487,Total 2016-2019
Iowa,Indiana,IA,IN,5353,Total 2016-2019
Iowa,Iowa,IA,IA,NA,Total 2016-2019
Iowa,Kansas,IA,KS,8335,Total 2016-2019
Iowa,Kentucky,IA,KY,2491,Total 2016-2019
Iowa,Louisiana,IA,LA,1762,Total 2016-2019
Iowa,Maine,IA,ME,565,Total 2016-2019
Iowa,Maryland,IA,MD,2561,Total 2016-2019
Iowa,Massachusetts,IA,MA,1243,Total 2016-2019
Iowa,Michigan,IA,MI,3427,Total 2016-2019
Iowa,Minnesota,IA,MN,26111,Total 2016-2019
Iowa,Mississippi,IA,MS,1561,Total 2016-2019
Iowa,Missouri,IA,MO,18818,Total 2016-2019
Iowa,Montana,IA,MT,1645,Total 2016-2019
Iowa,Nebraska,IA,NE,29024,Total 2016-2019
Iowa,Nevada,IA,NV,2885,Total 2016-2019
Iowa,New Hampshire,IA,NH,123,Total 2016-2019
Iowa,New Jersey,IA,NJ,1338,Total 2016-2019
Iowa,New Mexico,IA,NM,1274,Total 2016-2019
Iowa,New York,IA,NY,2040,Total 2016-2019
Iowa,North Carolina,IA,NC,5391,Total 2016-2019
Iowa,North Dakota,IA,ND,1911,Total 2016-2019
Iowa,Ohio,IA,OH,4579,Total 2016-2019
Iowa,Oklahoma,IA,OK,2204,Total 2016-2019
Iowa,Oregon,IA,OR,1877,Total 2016-2019
Iowa,Pennsylvania,IA,PA,2813,Total 2016-2019
Iowa,Puerto Rico,IA,NA,712,Total 2016-2019
Iowa,Rhode Island,IA,RI,217,Total 2016-2019
Iowa,South Carolina,IA,SC,787,Total 2016-2019
Iowa,South Dakota,IA,SD,7817,Total 2016-2019
Iowa,Tennessee,IA,TN,3542,Total 2016-2019
Iowa,Texas,IA,TX,14088,Total 2016-2019
Iowa,Utah,IA,UT,1494,Total 2016-2019
Iowa,Vermont,IA,VT,364,Total 2016-2019
Iowa,Virginia,IA,VA,2786,Total 2016-2019
Iowa,Washington,IA,WA,5092,Total 2016-2019
Iowa,West Virginia,IA,WV,1162,Total 2016-2019
Iowa,Wisconsin,IA,WI,15914,Total 2016-2019
Iowa,Wyoming,IA,WY,899,Total 2016-2019
Kansas,Alabama,KS,AL,2652,Total 2016-2019
Kansas,Alaska,KS,AK,1191,Total 2016-2019
Kansas,Arizona,KS,AZ,8236,Total 2016-2019
Kansas,Arkansas,KS,AR,6088,Total 2016-2019
Kansas,California,KS,CA,21654,Total 2016-2019
Kansas,Colorado,KS,CO,22258,Total 2016-2019
Kansas,Connecticut,KS,CT,942,Total 2016-2019
Kansas,Delaware,KS,DE,379,Total 2016-2019
Kansas,District of Columbia,KS,DC,715,Total 2016-2019
Kansas,Florida,KS,FL,13424,Total 2016-2019
Kansas,Foreign Country,KS,OR,43432,Total 2016-2019
Kansas,Foreign Country4,KS,OR,11136,Total 2016-2019
Kansas,Georgia,KS,GA,9070,Total 2016-2019
Kansas,Hawaii,KS,HI,1395,Total 2016-2019
Kansas,Idaho,KS,ID,676,Total 2016-2019
Kansas,Illinois,KS,IL,10673,Total 2016-2019
Kansas,Indiana,KS,IN,4508,Total 2016-2019
Kansas,Iowa,KS,IA,9300,Total 2016-2019
Kansas,Kansas,KS,KS,NA,Total 2016-2019
Kansas,Kentucky,KS,KY,2729,Total 2016-2019
Kansas,Louisiana,KS,LA,2392,Total 2016-2019
Kansas,Maine,KS,ME,24,Total 2016-2019
Kansas,Maryland,KS,MD,2385,Total 2016-2019
Kansas,Massachusetts,KS,MA,3084,Total 2016-2019
Kansas,Michigan,KS,MI,1892,Total 2016-2019
Kansas,Minnesota,KS,MN,5079,Total 2016-2019
Kansas,Mississippi,KS,MS,1500,Total 2016-2019
Kansas,Missouri,KS,MO,98973,Total 2016-2019
Kansas,Montana,KS,MT,2659,Total 2016-2019
Kansas,Nebraska,KS,NE,10638,Total 2016-2019
Kansas,Nevada,KS,NV,1815,Total 2016-2019
Kansas,New Hampshire,KS,NH,430,Total 2016-2019
Kansas,New Jersey,KS,NJ,2430,Total 2016-2019
Kansas,New Mexico,KS,NM,1980,Total 2016-2019
Kansas,New York,KS,NY,8156,Total 2016-2019
Kansas,North Carolina,KS,NC,5725,Total 2016-2019
Kansas,North Dakota,KS,ND,978,Total 2016-2019
Kansas,Ohio,KS,OH,6465,Total 2016-2019
Kansas,Oklahoma,KS,OK,24130,Total 2016-2019
Kansas,Oregon,KS,OR,1912,Total 2016-2019
Kansas,Pennsylvania,KS,PA,4295,Total 2016-2019
Kansas,Puerto Rico,KS,NA,1503,Total 2016-2019
Kansas,Rhode Island,KS,RI,384,Total 2016-2019
Kansas,South Carolina,KS,SC,771,Total 2016-2019
Kansas,South Dakota,KS,SD,1733,Total 2016-2019
Kansas,Tennessee,KS,TN,5017,Total 2016-2019
Kansas,Texas,KS,TX,35844,Total 2016-2019
Kansas,Utah,KS,UT,3374,Total 2016-2019
Kansas,Vermont,KS,VT,71,Total 2016-2019
Kansas,Virginia,KS,VA,5765,Total 2016-2019
Kansas,Washington,KS,WA,6075,Total 2016-2019
Kansas,West Virginia,KS,WV,264,Total 2016-2019
Kansas,Wisconsin,KS,WI,2000,Total 2016-2019
Kansas,Wyoming,KS,WY,1250,Total 2016-2019
Kentucky,Alabama,KY,AL,11568,Total 2016-2019
Kentucky,Alaska,KY,AK,1837,Total 2016-2019
Kentucky,Arizona,KY,AZ,3980,Total 2016-2019
Kentucky,Arkansas,KY,AR,2016,Total 2016-2019
Kentucky,California,KY,CA,16522,Total 2016-2019
Kentucky,Colorado,KY,CO,6155,Total 2016-2019
Kentucky,Connecticut,KY,CT,1765,Total 2016-2019
Kentucky,Delaware,KY,DE,947,Total 2016-2019
Kentucky,District of Columbia,KY,DC,359,Total 2016-2019
Kentucky,Florida,KY,FL,30138,Total 2016-2019
Kentucky,Foreign Country,KY,OR,40289,Total 2016-2019
Kentucky,Foreign Country4,KY,OR,14071,Total 2016-2019
Kentucky,Georgia,KY,GA,14877,Total 2016-2019
Kentucky,Hawaii,KY,HI,1531,Total 2016-2019
Kentucky,Idaho,KY,ID,2246,Total 2016-2019
Kentucky,Illinois,KY,IL,21678,Total 2016-2019
Kentucky,Indiana,KY,IN,43847,Total 2016-2019
Kentucky,Iowa,KY,IA,3105,Total 2016-2019
Kentucky,Kansas,KY,KS,6152,Total 2016-2019
Kentucky,Kentucky,KY,KY,NA,Total 2016-2019
Kentucky,Louisiana,KY,LA,3953,Total 2016-2019
Kentucky,Maine,KY,ME,2422,Total 2016-2019
Kentucky,Maryland,KY,MD,5265,Total 2016-2019
Kentucky,Massachusetts,KY,MA,1625,Total 2016-2019
Kentucky,Michigan,KY,MI,11344,Total 2016-2019
Kentucky,Minnesota,KY,MN,2268,Total 2016-2019
Kentucky,Mississippi,KY,MS,2858,Total 2016-2019
Kentucky,Missouri,KY,MO,8430,Total 2016-2019
Kentucky,Montana,KY,MT,316,Total 2016-2019
Kentucky,Nebraska,KY,NE,1104,Total 2016-2019
Kentucky,Nevada,KY,NV,1825,Total 2016-2019
Kentucky,New Hampshire,KY,NH,1150,Total 2016-2019
Kentucky,New Jersey,KY,NJ,1925,Total 2016-2019
Kentucky,New Mexico,KY,NM,2652,Total 2016-2019
Kentucky,New York,KY,NY,11495,Total 2016-2019
Kentucky,North Carolina,KY,NC,13503,Total 2016-2019
Kentucky,North Dakota,KY,ND,637,Total 2016-2019
Kentucky,Ohio,KY,OH,61474,Total 2016-2019
Kentucky,Oklahoma,KY,OK,3453,Total 2016-2019
Kentucky,Oregon,KY,OR,1952,Total 2016-2019
Kentucky,Pennsylvania,KY,PA,8770,Total 2016-2019
Kentucky,Puerto Rico,KY,NA,4810,Total 2016-2019
Kentucky,Rhode Island,KY,RI,154,Total 2016-2019
Kentucky,South Carolina,KY,SC,5328,Total 2016-2019
Kentucky,South Dakota,KY,SD,586,Total 2016-2019
Kentucky,Tennessee,KY,TN,44342,Total 2016-2019
Kentucky,Texas,KY,TX,21500,Total 2016-2019
Kentucky,Utah,KY,UT,3821,Total 2016-2019
Kentucky,Vermont,KY,VT,180,Total 2016-2019
Kentucky,Virginia,KY,VA,13441,Total 2016-2019
Kentucky,Washington,KY,WA,5211,Total 2016-2019
Kentucky,West Virginia,KY,WV,9828,Total 2016-2019
Kentucky,Wisconsin,KY,WI,5935,Total 2016-2019
Kentucky,Wyoming,KY,WY,266,Total 2016-2019
Louisiana,Alabama,LA,AL,12517,Total 2016-2019
Louisiana,Alaska,LA,AK,2267,Total 2016-2019
Louisiana,Arizona,LA,AZ,3010,Total 2016-2019
Louisiana,Arkansas,LA,AR,8910,Total 2016-2019
